STT,Sample_Index,True_Label_ID,True_Label_Name,Predicted_Label_ID,Predicted_Label_Name,Confidence_Score_%,Result
456,455,2,Pullover,2,Pullover,1000.0,Chính xác
457,456,9,Ankle boot,9,Ankle boot,999.84,Chính xác
458,457,2,Pullover,2,Pullover,648.88,Chính xác
459,458,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
460,459,6,Shirt,6,Shirt,946.72,Chính xác
461,460,3,Dress,0,T-shirt/top,973.33,Sai (Lỗi nhầm lẫn)
462,461,4,Coat,4,Coat,904.08,Chính xác
463,462,2,Pullover,2,Pullover,983.95,Chính xác
464,463,0,T-shirt/top,0,T-shirt/top,999.2,Chính xác
465,464,0,T-shirt/top,0,T-shirt/top,988.67,Chính xác
466,465,3,Dress,3,Dress,1000.0,Chính xác
467,466,3,Dress,3,Dress,999.98,Chính xác
468,467,8,Bag,8,Bag,1000.0,Chính xác
469,468,2,Pullover,2,Pullover,972.44,Chính xác
470,469,8,Bag,8,Bag,1000.0,Chính xác
471,470,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
472,471,4,Coat,2,Pullover,546.95,Sai (Lỗi nhầm lẫn)
473,472,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
474,473,7,Sneaker,7,Sneaker,997.57,Chính xác
475,474,6,Shirt,2,Pullover,462.62,Sai (Lỗi nhầm lẫn)
476,475,4,Coat,4,Coat,935.29,Chính xác
477,476,4,Coat,4,Coat,990.85,Chính xác
478,477,9,Ankle boot,9,Ankle boot,991.97,Chính xác
479,478,2,Pullover,2,Pullover,998.68,Chính xác
480,479,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
481,480,5,Sandal,5,Sandal,996.31,Chính xác
482,481,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
483,482,3,Dress,3,Dress,999.11,Chính xác
484,483,7,Sneaker,7,Sneaker,996.25,Chính xác
485,484,5,Sandal,5,Sandal,1000.0,Chính xác
486,485,7,Sneaker,7,Sneaker,939.64,Chính xác
487,486,8,Bag,8,Bag,1000.0,Chính xác
488,487,1,Trouser,1,Trouser,1000.0,Chính xác
489,488,0,T-shirt/top,0,T-shirt/top,928.19,Chính xác
490,489,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
491,490,3,Dress,3,Dress,932.68,Chính xác
492,491,4,Coat,4,Coat,738.87,Chính xác
493,492,8,Bag,8,Bag,1000.0,Chính xác
494,493,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
495,494,7,Sneaker,7,Sneaker,1000.0,Chính xác
496,495,9,Ankle boot,9,Ankle boot,995.89,Chính xác
497,496,1,Trouser,1,Trouser,1000.0,Chính xác
498,497,2,Pullover,2,Pullover,990.69,Chính xác
499,498,7,Sneaker,7,Sneaker,943.96,Chính xác
500,499,0,T-shirt/top,0,T-shirt/top,642.37,Chính xác
501,500,2,Pullover,2,Pullover,718.31,Chính xác
502,501,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
503,502,5,Sandal,5,Sandal,1000.0,Chính xác
504,503,7,Sneaker,7,Sneaker,983.86,Chính xác
505,504,1,Trouser,1,Trouser,1000.0,Chính xác
506,505,8,Bag,8,Bag,1000.0,Chính xác
507,506,2,Pullover,2,Pullover,987.06,Chính xác
508,507,2,Pullover,2,Pullover,984.27,Chính xác
509,508,2,Pullover,2,Pullover,999.99,Chính xác
510,509,2,Pullover,2,Pullover,999.98,Chính xác
511,510,4,Coat,4,Coat,724.01,Chính xác
512,511,2,Pullover,2,Pullover,779.09,Chính xác
513,512,6,Shirt,6,Shirt,699.2,Chính xác
514,513,1,Trouser,1,Trouser,1000.0,Chính xác
515,514,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
516,515,8,Bag,8,Bag,1000.0,Chính xác
517,516,5,Sandal,5,Sandal,1000.0,Chính xác
518,517,1,Trouser,1,Trouser,1000.0,Chính xác
519,518,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
520,519,1,Trouser,1,Trouser,1000.0,Chính xác
521,520,2,Pullover,2,Pullover,981.55,Chính xác
522,521,8,Bag,8,Bag,1000.0,Chính xác
523,522,3,Dress,3,Dress,999.33,Chính xác
524,523,8,Bag,8,Bag,999.67,Chính xác
525,524,9,Ankle boot,9,Ankle boot,999.51,Chính xác
526,525,2,Pullover,2,Pullover,946.54,Chính xác
527,526,4,Coat,2,Pullover,483.95,Sai (Lỗi nhầm lẫn)
528,527,2,Pullover,2,Pullover,594.32,Chính xác
529,528,8,Bag,8,Bag,1000.0,Chính xác
530,529,8,Bag,0,T-shirt/top,971.56,Sai (Lỗi nhầm lẫn)
531,530,2,Pullover,2,Pullover,999.58,Chính xác
532,531,0,T-shirt/top,0,T-shirt/top,978.82,Chính xác
533,532,5,Sandal,5,Sandal,1000.0,Chính xác
534,533,8,Bag,8,Bag,1000.0,Chính xác
535,534,8,Bag,8,Bag,999.44,Chính xác
536,535,5,Sandal,5,Sandal,1000.0,Chính xác
537,536,3,Dress,3,Dress,980.42,Chính xác
538,537,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
539,538,4,Coat,4,Coat,941.43,Chính xác
540,539,3,Dress,3,Dress,999.98,Chính xác
541,540,4,Coat,4,Coat,996.96,Chính xác
542,541,4,Coat,4,Coat,897.64,Chính xác
543,542,5,Sandal,5,Sandal,999.99,Chính xác
544,543,1,Trouser,1,Trouser,1000.0,Chính xác
545,544,0,T-shirt/top,0,T-shirt/top,999.48,Chính xác
546,545,1,Trouser,1,Trouser,1000.0,Chính xác
547,546,2,Pullover,2,Pullover,726.88,Chính xác
548,547,0,T-shirt/top,0,T-shirt/top,668.52,Chính xác
549,548,6,Shirt,4,Coat,524.12,Sai (Lỗi nhầm lẫn)
550,549,9,Ankle boot,9,Ankle boot,999.76,Chính xác
551,550,6,Shirt,6,Shirt,999.98,Chính xác
552,551,1,Trouser,1,Trouser,1000.0,Chính xác
553,552,5,Sandal,5,Sandal,1000.0,Chính xác
554,553,1,Trouser,1,Trouser,1000.0,Chính xác
555,554,1,Trouser,1,Trouser,999.99,Chính xác
556,555,1,Trouser,1,Trouser,1000.0,Chính xác
557,556,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
558,557,3,Dress,3,Dress,999.99,Chính xác
559,558,4,Coat,4,Coat,978.29,Chính xác
560,559,5,Sandal,5,Sandal,1000.0,Chính xác
561,560,3,Dress,3,Dress,998.88,Chính xác
562,561,6,Shirt,6,Shirt,853.56,Chính xác
563,562,6,Shirt,6,Shirt,999.62,Chính xác
564,563,6,Shirt,0,T-shirt/top,564.06,Sai (Lỗi nhầm lẫn)
565,564,4,Coat,4,Coat,973.79,Chính xác
566,565,6,Shirt,0,T-shirt/top,998.38,Sai (Lỗi nhầm lẫn)
567,566,0,T-shirt/top,0,T-shirt/top,999.77,Chính xác
568,567,5,Sandal,5,Sandal,1000.0,Chính xác
569,568,8,Bag,8,Bag,1000.0,Chính xác
570,569,3,Dress,0,T-shirt/top,837.69,Sai (Lỗi nhầm lẫn)
571,570,3,Dress,3,Dress,668.78,Chính xác
572,571,4,Coat,4,Coat,998.57,Chính xác
573,572,6,Shirt,6,Shirt,533.14,Chính xác
574,573,7,Sneaker,7,Sneaker,997.6,Chính xác
575,574,7,Sneaker,7,Sneaker,1000.0,Chính xác
576,575,8,Bag,8,Bag,1000.0,Chính xác
577,576,9,Ankle boot,9,Ankle boot,999.77,Chính xác
578,577,0,T-shirt/top,0,T-shirt/top,805.75,Chính xác
579,578,3,Dress,6,Shirt,419.09,Sai (Lỗi nhầm lẫn)
580,579,8,Bag,8,Bag,1000.0,Chính xác
581,580,7,Sneaker,7,Sneaker,999.2,Chính xác
582,581,6,Shirt,6,Shirt,773.53,Chính xác
583,582,7,Sneaker,7,Sneaker,999.87,Chính xác
584,583,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
585,584,3,Dress,3,Dress,895.52,Chính xác
586,585,4,Coat,4,Coat,550.25,Chính xác
587,586,6,Shirt,0,T-shirt/top,831.74,Sai (Lỗi nhầm lẫn)
588,587,6,Shirt,6,Shirt,665.68,Chính xác
589,588,5,Sandal,5,Sandal,1000.0,Chính xác
590,589,0,T-shirt/top,0,T-shirt/top,896.37,Chính xác
591,590,1,Trouser,1,Trouser,1000.0,Chính xác
592,591,1,Trouser,1,Trouser,1000.0,Chính xác
593,592,5,Sandal,5,Sandal,1000.0,Chính xác
594,593,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
595,594,4,Coat,4,Coat,948.89,Chính xác
596,595,6,Shirt,2,Pullover,742.66,Sai (Lỗi nhầm lẫn)
597,596,5,Sandal,5,Sandal,1000.0,Chính xác
598,597,7,Sneaker,7,Sneaker,999.76,Chính xác
599,598,8,Bag,8,Bag,999.99,Chính xác
600,599,1,Trouser,1,Trouser,1000.0,Chính xác
601,600,2,Pullover,2,Pullover,914.61,Chính xác
602,601,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
603,602,7,Sneaker,7,Sneaker,990.52,Chính xác
604,603,7,Sneaker,7,Sneaker,1000.0,Chính xác
605,604,1,Trouser,1,Trouser,1000.0,Chính xác
606,605,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
607,606,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
608,607,3,Dress,6,Shirt,494.65,Sai (Lỗi nhầm lẫn)
609,608,2,Pullover,2,Pullover,880.85,Chính xác
610,609,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
611,610,0,T-shirt/top,0,T-shirt/top,665.67,Chính xác
612,611,7,Sneaker,7,Sneaker,1000.0,Chính xác
613,612,6,Shirt,6,Shirt,988.52,Chính xác
614,613,8,Bag,8,Bag,1000.0,Chính xác
615,614,2,Pullover,2,Pullover,992.18,Chính xác
616,615,7,Sneaker,7,Sneaker,1000.0,Chính xác
617,616,0,T-shirt/top,6,Shirt,673.62,Sai (Lỗi nhầm lẫn)
618,617,2,Pullover,2,Pullover,991.94,Chính xác
619,618,3,Dress,3,Dress,997.14,Chính xác
620,619,8,Bag,8,Bag,999.92,Chính xác
621,620,2,Pullover,2,Pullover,999.91,Chính xác
622,621,2,Pullover,6,Shirt,517.7,Sai (Lỗi nhầm lẫn)
623,622,6,Shirt,6,Shirt,656.37,Chính xác
624,623,9,Ankle boot,7,Sneaker,844.74,Sai (Lỗi nhầm lẫn)
625,624,3,Dress,3,Dress,998.29,Chính xác
626,625,0,T-shirt/top,0,T-shirt/top,999.86,Chính xác
627,626,7,Sneaker,7,Sneaker,1000.0,Chính xác
628,627,8,Bag,8,Bag,999.99,Chính xác
629,628,6,Shirt,6,Shirt,990.63,Chính xác
630,629,2,Pullover,6,Shirt,572.96,Sai (Lỗi nhầm lẫn)
631,630,9,Ankle boot,9,Ankle boot,937.02,Chính xác
632,631,4,Coat,4,Coat,992.54,Chính xác
633,632,2,Pullover,2,Pullover,654.66,Chính xác
634,633,6,Shirt,6,Shirt,813.81,Chính xác
635,634,6,Shirt,4,Coat,443.96,Sai (Lỗi nhầm lẫn)
636,635,8,Bag,4,Coat,977.53,Sai (Lỗi nhầm lẫn)
637,636,0,T-shirt/top,0,T-shirt/top,998.1,Chính xác
638,637,4,Coat,4,Coat,931.91,Chính xác
639,638,4,Coat,4,Coat,999.87,Chính xác
640,639,4,Coat,2,Pullover,958.08,Sai (Lỗi nhầm lẫn)
641,640,7,Sneaker,7,Sneaker,992.31,Chính xác
642,641,5,Sandal,5,Sandal,1000.0,Chính xác
643,642,8,Bag,8,Bag,1000.0,Chính xác
644,643,4,Coat,4,Coat,997.2,Chính xác
645,644,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
646,645,1,Trouser,1,Trouser,1000.0,Chính xác
647,646,0,T-shirt/top,0,T-shirt/top,970.41,Chính xác
648,647,5,Sandal,5,Sandal,1000.0,Chính xác
649,648,4,Coat,4,Coat,969.58,Chính xác
650,649,4,Coat,4,Coat,976.75,Chính xác
651,650,4,Coat,4,Coat,930.13,Chính xác
652,651,0,T-shirt/top,0,T-shirt/top,649.72,Chính xác
653,652,0,T-shirt/top,0,T-shirt/top,992.22,Chính xác
654,653,4,Coat,4,Coat,965.89,Chính xác
655,654,5,Sandal,5,Sandal,1000.0,Chính xác
656,655,6,Shirt,6,Shirt,999.9,Chính xác
657,656,0,T-shirt/top,0,T-shirt/top,999.7,Chính xác
658,657,4,Coat,4,Coat,983.19,Chính xác
659,658,5,Sandal,5,Sandal,1000.0,Chính xác
660,659,4,Coat,4,Coat,979.41,Chính xác
661,660,1,Trouser,1,Trouser,1000.0,Chính xác
662,661,3,Dress,3,Dress,994.58,Chính xác
663,662,1,Trouser,1,Trouser,1000.0,Chính xác
664,663,1,Trouser,1,Trouser,817.53,Chính xác
665,664,6,Shirt,6,Shirt,971.77,Chính xác
666,665,4,Coat,4,Coat,843.0,Chính xác
667,666,3,Dress,3,Dress,1000.0,Chính xác
668,667,8,Bag,8,Bag,1000.0,Chính xác
669,668,2,Pullover,2,Pullover,997.36,Chính xác
670,669,8,Bag,0,T-shirt/top,1000.0,Sai (Lỗi nhầm lẫn)
671,670,2,Pullover,6,Shirt,646.19,Sai (Lỗi nhầm lẫn)
672,671,7,Sneaker,7,Sneaker,996.85,Chính xác
673,672,0,T-shirt/top,0,T-shirt/top,999.16,Chính xác
674,673,4,Coat,4,Coat,992.98,Chính xác
675,674,0,T-shirt/top,0,T-shirt/top,628.38,Chính xác
676,675,8,Bag,8,Bag,1000.0,Chính xác
677,676,5,Sandal,5,Sandal,1000.0,Chính xác
678,677,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
679,678,8,Bag,8,Bag,1000.0,Chính xác
680,679,2,Pullover,2,Pullover,999.69,Chính xác
681,680,9,Ankle boot,9,Ankle boot,996.06,Chính xác
682,681,0,T-shirt/top,0,T-shirt/top,498.81,Chính xác
683,682,8,Bag,8,Bag,1000.0,Chính xác
684,683,9,Ankle boot,9,Ankle boot,998.29,Chính xác
685,684,6,Shirt,6,Shirt,987.28,Chính xác
686,685,4,Coat,4,Coat,732.64,Chính xác
687,686,2,Pullover,2,Pullover,865.47,Chính xác
688,687,9,Ankle boot,9,Ankle boot,999.96,Chính xác
689,688,3,Dress,6,Shirt,730.52,Sai (Lỗi nhầm lẫn)
690,689,4,Coat,4,Coat,465.37,Chính xác
691,690,5,Sandal,5,Sandal,1000.0,Chính xác
692,691,0,T-shirt/top,0,T-shirt/top,935.8,Chính xác
693,692,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
694,693,5,Sandal,5,Sandal,1000.0,Chính xác
695,694,3,Dress,3,Dress,1000.0,Chính xác
696,695,6,Shirt,6,Shirt,992.13,Chính xác
697,696,6,Shirt,6,Shirt,994.77,Chính xác
698,697,8,Bag,8,Bag,905.06,Chính xác
699,698,3,Dress,3,Dress,999.79,Chính xác
700,699,3,Dress,3,Dress,989.13,Chính xác
701,700,8,Bag,8,Bag,1000.0,Chính xác
702,701,1,Trouser,1,Trouser,941.41,Chính xác
703,702,4,Coat,4,Coat,770.67,Chính xác
704,703,0,T-shirt/top,0,T-shirt/top,986.61,Chính xác
705,704,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
706,705,7,Sneaker,7,Sneaker,982.62,Chính xác
707,706,9,Ankle boot,9,Ankle boot,898.83,Chính xác
708,707,4,Coat,4,Coat,980.92,Chính xác
709,708,8,Bag,8,Bag,1000.0,Chính xác
710,709,9,Ankle boot,9,Ankle boot,999.99,Chính xác
711,710,1,Trouser,1,Trouser,1000.0,Chính xác
712,711,6,Shirt,3,Dress,994.47,Sai (Lỗi nhầm lẫn)
713,712,7,Sneaker,7,Sneaker,999.97,Chính xác
714,713,3,Dress,3,Dress,1000.0,Chính xác
715,714,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
716,715,2,Pullover,2,Pullover,802.45,Chính xác
717,716,6,Shirt,6,Shirt,772.34,Chính xác
718,717,7,Sneaker,7,Sneaker,956.22,Chính xác
719,718,1,Trouser,1,Trouser,1000.0,Chính xác
720,719,0,T-shirt/top,0,T-shirt/top,979.26,Chính xác
721,720,0,T-shirt/top,0,T-shirt/top,999.91,Chính xác
722,721,8,Bag,8,Bag,998.25,Chính xác
723,722,5,Sandal,7,Sneaker,548.74,Sai (Lỗi nhầm lẫn)
724,723,2,Pullover,2,Pullover,990.83,Chính xác
725,724,6,Shirt,6,Shirt,994.14,Chính xác
726,725,6,Shirt,4,Coat,908.7,Sai (Lỗi nhầm lẫn)
727,726,6,Shirt,6,Shirt,890.59,Chính xác
728,727,4,Coat,4,Coat,996.58,Chính xác
729,728,1,Trouser,1,Trouser,1000.0,Chính xác
730,729,5,Sandal,5,Sandal,1000.0,Chính xác
731,730,9,Ankle boot,9,Ankle boot,999.98,Chính xác
732,731,0,T-shirt/top,0,T-shirt/top,913.67,Chính xác
733,732,2,Pullover,0,T-shirt/top,918.02,Sai (Lỗi nhầm lẫn)
734,733,1,Trouser,1,Trouser,1000.0,Chính xác
735,734,6,Shirt,6,Shirt,999.6,Chính xác
736,735,5,Sandal,5,Sandal,1000.0,Chính xác
737,736,0,T-shirt/top,0,T-shirt/top,886.92,Chính xác
738,737,0,T-shirt/top,0,T-shirt/top,999.87,Chính xác
739,738,3,Dress,3,Dress,642.31,Chính xác
740,739,3,Dress,3,Dress,999.99,Chính xác
741,740,3,Dress,3,Dress,999.99,Chính xác
742,741,8,Bag,8,Bag,1000.0,Chính xác
743,742,1,Trouser,1,Trouser,1000.0,Chính xác
744,743,1,Trouser,1,Trouser,1000.0,Chính xác
745,744,8,Bag,8,Bag,999.99,Chính xác
746,745,5,Sandal,5,Sandal,1000.0,Chính xác
747,746,7,Sneaker,7,Sneaker,1000.0,Chính xác
748,747,7,Sneaker,7,Sneaker,912.05,Chính xác
749,748,8,Bag,8,Bag,1000.0,Chính xác
750,749,7,Sneaker,7,Sneaker,999.99,Chính xác
751,750,2,Pullover,2,Pullover,816.76,Chính xác
752,751,0,T-shirt/top,0,T-shirt/top,996.46,Chính xác
753,752,7,Sneaker,7,Sneaker,999.98,Chính xác
754,753,3,Dress,6,Shirt,428.45,Sai (Lỗi nhầm lẫn)
755,754,8,Bag,8,Bag,1000.0,Chính xác
756,755,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
757,756,9,Ankle boot,9,Ankle boot,999.98,Chính xác
758,757,7,Sneaker,7,Sneaker,1000.0,Chính xác
759,758,6,Shirt,6,Shirt,988.61,Chính xác
760,759,1,Trouser,1,Trouser,1000.0,Chính xác
761,760,2,Pullover,3,Dress,854.36,Sai (Lỗi nhầm lẫn)
762,761,6,Shirt,2,Pullover,832.19,Sai (Lỗi nhầm lẫn)
763,762,4,Coat,4,Coat,810.7,Chính xác
764,763,8,Bag,8,Bag,1000.0,Chính xác
765,764,0,T-shirt/top,0,T-shirt/top,647.41,Chính xác
766,765,6,Shirt,6,Shirt,963.92,Chính xác
767,766,3,Dress,3,Dress,999.99,Chính xác
768,767,6,Shirt,6,Shirt,685.37,Chính xác
769,768,8,Bag,8,Bag,1000.0,Chính xác
770,769,4,Coat,4,Coat,992.0,Chính xác
771,770,0,T-shirt/top,0,T-shirt/top,999.97,Chính xác
772,771,8,Bag,8,Bag,1000.0,Chính xác
773,772,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
774,773,2,Pullover,2,Pullover,993.17,Chính xác
775,774,4,Coat,4,Coat,998.79,Chính xác
776,775,5,Sandal,5,Sandal,1000.0,Chính xác
777,776,9,Ankle boot,9,Ankle boot,999.97,Chính xác
778,777,1,Trouser,1,Trouser,1000.0,Chính xác
779,778,4,Coat,4,Coat,918.62,Chính xác
780,779,4,Coat,4,Coat,741.75,Chính xác
781,780,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
782,781,2,Pullover,2,Pullover,997.47,Chính xác
783,782,1,Trouser,1,Trouser,999.87,Chính xác
784,783,7,Sneaker,7,Sneaker,976.91,Chính xác
785,784,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
786,785,5,Sandal,5,Sandal,999.57,Chính xác
787,786,8,Bag,8,Bag,999.96,Chính xác
788,787,1,Trouser,3,Dress,1000.0,Sai (Lỗi nhầm lẫn)
789,788,7,Sneaker,7,Sneaker,987.28,Chính xác
790,789,7,Sneaker,7,Sneaker,1000.0,Chính xác
791,790,1,Trouser,1,Trouser,1000.0,Chính xác
792,791,1,Trouser,1,Trouser,1000.0,Chính xác
793,792,1,Trouser,1,Trouser,1000.0,Chính xác
794,793,6,Shirt,6,Shirt,936.98,Chính xác
795,794,9,Ankle boot,9,Ankle boot,999.81,Chính xác
796,795,5,Sandal,5,Sandal,1000.0,Chính xác
797,796,3,Dress,3,Dress,999.93,Chính xác
798,797,8,Bag,8,Bag,1000.0,Chính xác
799,798,4,Coat,4,Coat,661.01,Chính xác
800,799,2,Pullover,2,Pullover,812.97,Chính xác
801,800,7,Sneaker,9,Ankle boot,877.04,Sai (Lỗi nhầm lẫn)
802,801,4,Coat,2,Pullover,612.05,Sai (Lỗi nhầm lẫn)
803,802,8,Bag,8,Bag,1000.0,Chính xác
804,803,3,Dress,3,Dress,999.99,Chính xác
805,804,2,Pullover,2,Pullover,905.9,Chính xác
806,805,4,Coat,4,Coat,521.1,Chính xác
807,806,4,Coat,4,Coat,994.6,Chính xác
808,807,7,Sneaker,7,Sneaker,1000.0,Chính xác
809,808,1,Trouser,1,Trouser,1000.0,Chính xác
810,809,4,Coat,4,Coat,985.81,Chính xác
811,810,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
812,811,3,Dress,3,Dress,997.94,Chính xác
813,812,5,Sandal,5,Sandal,1000.0,Chính xác
814,813,8,Bag,8,Bag,1000.0,Chính xác
815,814,5,Sandal,5,Sandal,1000.0,Chính xác
816,815,4,Coat,4,Coat,902.68,Chính xác
817,816,7,Sneaker,7,Sneaker,990.73,Chính xác
818,817,2,Pullover,2,Pullover,998.88,Chính xác
819,818,8,Bag,8,Bag,1000.0,Chính xác
820,819,5,Sandal,5,Sandal,1000.0,Chính xác
821,820,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
822,821,3,Dress,3,Dress,987.98,Chính xác
823,822,3,Dress,3,Dress,999.99,Chính xác
824,823,6,Shirt,6,Shirt,941.29,Chính xác
825,824,7,Sneaker,7,Sneaker,989.74,Chính xác
826,825,1,Trouser,1,Trouser,1000.0,Chính xác
827,826,7,Sneaker,7,Sneaker,999.12,Chính xác
828,827,3,Dress,3,Dress,999.61,Chính xác
829,828,5,Sandal,5,Sandal,999.96,Chính xác
830,829,4,Coat,4,Coat,992.12,Chính xác
831,830,4,Coat,6,Shirt,736.3,Sai (Lỗi nhầm lẫn)
832,831,5,Sandal,5,Sandal,1000.0,Chính xác
833,832,8,Bag,8,Bag,1000.0,Chính xác
834,833,3,Dress,3,Dress,999.97,Chính xác
835,834,7,Sneaker,7,Sneaker,888.48,Chính xác
836,835,1,Trouser,1,Trouser,1000.0,Chính xác
837,836,2,Pullover,2,Pullover,986.43,Chính xác
838,837,6,Shirt,6,Shirt,931.73,Chính xác
839,838,1,Trouser,1,Trouser,1000.0,Chính xác
840,839,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
841,840,8,Bag,8,Bag,1000.0,Chính xác
842,841,2,Pullover,2,Pullover,518.55,Chính xác
843,842,7,Sneaker,7,Sneaker,1000.0,Chính xác
844,843,1,Trouser,1,Trouser,1000.0,Chính xác
845,844,3,Dress,3,Dress,999.08,Chính xác
846,845,7,Sneaker,7,Sneaker,1000.0,Chính xác
847,846,5,Sandal,5,Sandal,1000.0,Chính xác
848,847,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
849,848,9,Ankle boot,9,Ankle boot,998.87,Chính xác
850,849,1,Trouser,1,Trouser,1000.0,Chính xác
851,850,8,Bag,8,Bag,1000.0,Chính xác
852,851,2,Pullover,4,Coat,836.14,Sai (Lỗi nhầm lẫn)
853,852,5,Sandal,5,Sandal,976.78,Chính xác
854,853,7,Sneaker,7,Sneaker,1000.0,Chính xác
855,854,1,Trouser,1,Trouser,1000.0,Chính xác
856,855,9,Ankle boot,9,Ankle boot,999.99,Chính xác
857,856,8,Bag,8,Bag,1000.0,Chính xác
858,857,1,Trouser,1,Trouser,1000.0,Chính xác
859,858,0,T-shirt/top,0,T-shirt/top,886.77,Chính xác
860,859,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
861,860,6,Shirt,2,Pullover,776.7,Sai (Lỗi nhầm lẫn)
862,861,1,Trouser,1,Trouser,1000.0,Chính xác
863,862,7,Sneaker,7,Sneaker,1000.0,Chính xác
864,863,1,Trouser,1,Trouser,1000.0,Chính xác
865,864,1,Trouser,1,Trouser,1000.0,Chính xác
866,865,5,Sandal,5,Sandal,1000.0,Chính xác
867,866,7,Sneaker,7,Sneaker,1000.0,Chính xác
868,867,1,Trouser,1,Trouser,1000.0,Chính xác
869,868,5,Sandal,5,Sandal,1000.0,Chính xác
870,869,2,Pullover,2,Pullover,996.41,Chính xác
871,870,2,Pullover,6,Shirt,759.95,Sai (Lỗi nhầm lẫn)
872,871,3,Dress,3,Dress,996.96,Chính xác
873,872,3,Dress,3,Dress,999.95,Chính xác
874,873,1,Trouser,1,Trouser,1000.0,Chính xác
875,874,1,Trouser,1,Trouser,1000.0,Chính xác
876,875,4,Coat,4,Coat,739.57,Chính xác
877,876,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
878,877,4,Coat,2,Pullover,559.48,Sai (Lỗi nhầm lẫn)
879,878,3,Dress,3,Dress,1000.0,Chính xác
880,879,7,Sneaker,7,Sneaker,1000.0,Chính xác
881,880,7,Sneaker,7,Sneaker,999.96,Chính xác
882,881,0,T-shirt/top,0,T-shirt/top,837.16,Chính xác
883,882,8,Bag,8,Bag,1000.0,Chính xác
884,883,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
885,884,9,Ankle boot,9,Ankle boot,998.01,Chính xác
886,885,6,Shirt,6,Shirt,984.36,Chính xác
887,886,1,Trouser,1,Trouser,1000.0,Chính xác
888,887,3,Dress,3,Dress,991.51,Chính xác
889,888,4,Coat,4,Coat,883.71,Chính xác
890,889,0,T-shirt/top,0,T-shirt/top,999.73,Chính xác
891,890,0,T-shirt/top,0,T-shirt/top,508.8,Chính xác
892,891,5,Sandal,5,Sandal,1000.0,Chính xác
893,892,9,Ankle boot,9,Ankle boot,1000.0,Chính xác
894,893,2,Pullover,2,Pullover,928.92,Chính xác
895,894,0,T-shirt/top,0,T-shirt/top,999.56,Chính xác
896,895,5,Sandal,5,Sandal,1000.0,Chính xác
897,896,5,Sandal,5,Sandal,1000.0,Chính xác
898,897,1,Trouser,1,Trouser,1000.0,Chính xác
899,898,5,Sandal,5,Sandal,999.98,Chính xác
900,899,7,Sneaker,7,Sneaker,1000.0,Chính xác
901,900,8,Bag,8,Bag,1000.0,Chính xác
902,901,7,Sneaker,7,Sneaker,1000.0,Chính xác
903,902,5,Sandal,9,Ankle boot,689.47,Sai (Lỗi nhầm lẫn)
904,903,3,Dress,3,Dress,999.99,Chính xác
905,904,6,Shirt,6,Shirt,987.39,Chính xác
906,905,4,Coat,6,Shirt,988.81,Sai (Lỗi nhầm lẫn)
907,906,0,T-shirt/top,0,T-shirt/top,1000.0,Chính xác
908,907,4,Coat,6,Shirt,879.86,Sai (Lỗi nhầm lẫn)
909,908,0,T-shirt/top,0,T-shirt/top,884.87,Chính xác
910,909,6,Shirt,2,Pullover,996.46,Sai (Lỗi nhầm lẫn)
911,910,0,T-shirt/top,0,T-shirt/top,872.33,Chính xác
912,911,2,Pullover,2,Pullover,999.92,Chính xác
913,912,5,Sandal,5,Sandal,1000.0,Chính xác
914,913,5,Sandal,5,Sandal,1000.0,Chính xác
915,914,1,Trouser,1,Trouser,1000.0,Chính xác
